,Source,Sequence,Tweet,Date,Compound,Positive,Neutral,Negative
57,CNN,58,Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/eDInf067up,Sun Jul 01 13:31:00 +0000 2018,0.0,0.0,1.0,0.0
58,CNN,59,Democratic Sen. Tammy Duckworth says she thinks Senate Majority Leader Mitch McConnell is “someone who is very cyni… https://t.co/m4pZUK8nwl,Sun Jul 01 13:30:59 +0000 2018,0.0,0.0,1.0,0.0
59,CNN,60,This police chief wants to track down the person who mailed in a payment for a 44-year-old parking ticket… https://t.co/hzhgWsto5p,Sun Jul 01 13:30:10 +0000 2018,0.0,0.0,1.0,0.0
60,CNN,61,"The Trump administration doesn't ""have a plan. I don't think they even really know where all of these children are,… https://t.co/Nsps0L8kOI",Sun Jul 01 13:24:33 +0000 2018,0.0,0.0,1.0,0.0
61,CNN,62,GOP Sen. Susan Collins says Trump told her in a meeting that he would not ask a Supreme Court justice nominee wheth… https://t.co/7a7QyLQemc,Sun Jul 01 13:15:39 +0000 2018,0.122,0.134,0.75,0.115
62,CNN,63,Republican Sen. Susan Collins says she told President Trump that she wanted the Supreme Court justice nominee to be… https://t.co/YE5KeJd0TW,Sun Jul 01 13:08:52 +0000 2018,0.7906,0.28,0.72,0.0
63,CNN,64,Ballet dancers showcase Hong Kong in gravity-defying images https://t.co/HHv3X6WlPK via @CNNTravel https://t.co/68WV2hDbZd,Sun Jul 01 13:01:07 +0000 2018,0.0,0.0,1.0,0.0
64,CNN,65,"Will we ever fly like the Jetsons? After this company unveiled Flyer, its first commercial flying car, @RachCrane t… https://t.co/vPedjnNbzn",Sun Jul 01 12:31:01 +0000 2018,0.3612,0.116,0.884,0.0
65,CNN,66,California father's killing at campsite leads to investigations into 7 past shootings https://t.co/xjPMkMXQkL https://t.co/qIBHYP9Jjw,Sun Jul 01 12:30:12 +0000 2018,-0.6597,0.0,0.732,0.268
66,CNN,67,One word shows how much we've changed the way we talk about race | By CNN's John Blake https://t.co/jMEYDwMtt2 https://t.co/9rZbxTdzc2,Sun Jul 01 12:01:04 +0000 2018,0.0,0.0,1.0,0.0
67,CNN,68,"One step on the island of Bermuda, and it's impossible not to be moved by its beauty, history, simplicity and charm… https://t.co/Vl4Q5w22Co",Sun Jul 01 11:31:00 +0000 2018,0.5859,0.153,0.847,0.0
68,CNN,69,"Capital Gazette suspect blocked entrance, then started ""hunting and killing,"" official says https://t.co/OWhzy5seqX https://t.co/f2hFbaMk8K",Sun Jul 01 11:30:08 +0000 2018,-0.5106,0.0,0.736,0.264
69,CNN,70,"Two dads, an egg donor and a surrogate: How a freezer failure changed everything https://t.co/IU2jx7bTV6 https://t.co/EfJ9KpVfUw",Sun Jul 01 11:01:05 +0000 2018,-0.5106,0.0,0.798,0.202
70,CNN,71,"In 2012, Luke Mickelson was shocked to learn that children in his community slept on the floor. So he quit his high… https://t.co/xGRRwZdRXK",Sun Jul 01 10:31:00 +0000 2018,-0.3182,0.0,0.905,0.095
71,CNN,72,British singer-songwriter Morrissey postpones European tour dates amid dispute over racism claims… https://t.co/OTK5vekdcO,Sun Jul 01 10:30:03 +0000 2018,-0.836,0.0,0.529,0.471
72,CNN,73,Boeing's hypersonic passenger plane could get you from New York to London in 2 hours https://t.co/9P8OPWUqTa https://t.co/mYf7k01wfq,Sun Jul 01 10:01:06 +0000 2018,0.0,0.0,1.0,0.0
73,CNN,74,Meet Miquela: The CGI Instagram star making brands real money — even though she's not a real human… https://t.co/1zwl5owpc2,Sun Jul 01 09:31:00 +0000 2018,0.0,0.0,1.0,0.0
74,CNN,75,"Former President Barack Obama tells Democrats: ""This is a moment of great urgency and you are right to be concerned… https://t.co/FEtnVspr8W",Sun Jul 01 09:30:10 +0000 2018,0.6249,0.177,0.823,0.0
75,CNN,76,Does a plateau exist for human mortality? New research suggests that any maximum fixed lifespan has yet to be reach… https://t.co/e4X432LL5Y,Sun Jul 01 09:01:07 +0000 2018,0.0,0.0,1.0,0.0
76,CNN,77,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQVIlf https://t.co/bdI6lkcWYc",Sun Jul 01 08:31:00 +0000 2018,0.4215,0.189,0.811,0.0
77,CNN,78,US senators introduce bill to make lynching a federal hate crime https://t.co/UTK2iZiq2d https://t.co/3vMgnCDHgc,Sun Jul 01 08:30:07 +0000 2018,-0.802,0.0,0.581,0.419
78,CNN,79,"Arnold Schwarzenegger mocks Trump's attempts to ""rescue the coal industry,"" asking in a video message what the US P… https://t.co/zCwJhaOEg3",Sun Jul 01 08:01:00 +0000 2018,0.0772,0.142,0.73,0.129
79,CNN,80,Afghan government calls off ceasefire with Taliban https://t.co/Zo3IHrYEi4 https://t.co/i3sdu859ZI,Sun Jul 01 08:00:19 +0000 2018,0.0,0.0,1.0,0.0
80,CNN,81,"Nine people were stabbed by a single assailant at an apartment complex in Boise, Idaho, police say https://t.co/VljZWObXPy",Sun Jul 01 07:59:06 +0000 2018,-0.4404,0.0,0.847,0.153
81,CNN,82,"In a retail industry beset by problems, H&amp;M has a stockpile of unsold clothes worth $4 billion… https://t.co/qDy44YVVZ0",Sun Jul 01 07:31:00 +0000 2018,-0.2023,0.102,0.753,0.145
82,CNN,83,Irishman Shane Breen pulls off shock first win in the Monaco leg of the Longines Global Champions Tour… https://t.co/0EPhbyXDUi,Sun Jul 01 07:30:09 +0000 2018,0.6808,0.279,0.62,0.101
83,CNN,84,"Are mass incarcerations justified or are they a major injustice? #AmericanJail, a new CNN Film, premieres tonight. https://t.co/nS8yFcqs1R",Sun Jul 01 07:00:25 +0000 2018,-0.25,0.132,0.686,0.181
84,CNN,85,Egypt is building The Grand Egyptian Museum. The cost? More than $1 billion. It will re-house and restore some of t… https://t.co/xZfeQtPTyq,Sun Jul 01 07:00:00 +0000 2018,0.6369,0.206,0.794,0.0
85,CNN,86,Amazon has launched a new program that allows you to start your own small business delivering Prime packages — the… https://t.co/A4Rw1BnWP7,Sun Jul 01 06:31:00 +0000 2018,0.296,0.158,0.842,0.0
86,CNN,87,Former pro wrestler Matt Cappotelli has died at 38 after battle with brain cancer https://t.co/pbd76KFnea https://t.co/FEfMIzu8mI,Sun Jul 01 06:30:47 +0000 2018,-0.891,0.0,0.551,0.449
87,CNN,88,The FDR Library and Museum released rare video of Franklin D. Roosevelt walking https://t.co/xUMKmgNJgW https://t.co/HDZxVEwJO3,Sun Jul 01 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
88,CNN,89,Yosemite celebrates its 150th anniversary https://t.co/9KtS9eCgWz https://t.co/tkrsBLFEhq,Sun Jul 01 06:00:03 +0000 2018,0.5719,0.381,0.619,0.0
89,CNN,90,Why public opinion could save Roe v. Wade https://t.co/IHs24xY55W | Analysis by Harry Enten https://t.co/uFPfKd8t7H,Sun Jul 01 05:30:04 +0000 2018,0.4939,0.198,0.802,0.0
90,CNN,91,"These 600 Hawaiian cats have a better life than you.

Welcome to the Lana'i Cat Sanctuary -- Where felines of all s… https://t.co/qAaetaoRll",Sun Jul 01 05:01:13 +0000 2018,0.7096,0.228,0.772,0.0
91,CNN,92,"Spider-Man, Captain America, and other superheroes dropped by a children's hospital in Iowa to give the kids a thri… https://t.co/HZfw22jZhZ",Sun Jul 01 04:31:00 +0000 2018,0.0,0.0,1.0,0.0
92,CNN,93,"Here's our weekly roundup of the news, notes and chatter about the prospects for the next Democratic presidential r… https://t.co/5JejJ7WTuh",Sun Jul 01 04:30:04 +0000 2018,0.296,0.104,0.896,0.0
93,CNN,94,President Trump leaves much of world wondering what's next https://t.co/5rl5kkn7AU https://t.co/WrRfARlkg6,Sun Jul 01 04:00:09 +0000 2018,0.0,0.0,1.0,0.0
94,CNN,95,Democrats turn to veterans to take back the House https://t.co/YEz5ffbAwq https://t.co/M8kMXoS2WZ,Sun Jul 01 03:30:13 +0000 2018,0.0,0.0,1.0,0.0
95,CNN,96,"For years, the call to eliminate the immigration enforcement agency was a progressive fringe cause. Now, the demand… https://t.co/GXgeyxMOqQ",Sun Jul 01 03:00:10 +0000 2018,0.0,0.0,1.0,0.0
96,CNN,97,President Trump asks Saudi Arabia to increase oil production https://t.co/XAUb7N8xSt https://t.co/SuHQLeAsQg,Sun Jul 01 02:30:07 +0000 2018,0.3182,0.187,0.813,0.0
97,CNN,98,Kylian Mbappe scores twice as France knocks Lionel Messi's Argentina out of World Cup https://t.co/kAfBFc49vh https://t.co/755pskebWq,Sun Jul 01 02:00:14 +0000 2018,0.0,0.0,1.0,0.0
98,CNN,99,Here's what you might have missed during a busy news week https://t.co/OGcTo8OLmw https://t.co/BpH2reJgeb,Sun Jul 01 01:30:13 +0000 2018,-0.296,0.0,0.833,0.167
99,CNN,100,The bitter irony of the travel ban ruling https://t.co/Xg7ZvlVsuT (via @CNNOpinion) https://t.co/bS3uOiu0UG,Sun Jul 01 01:00:06 +0000 2018,-0.765,0.0,0.542,0.458
0,FoxNews,1,"""The European Union is possibly as bad as China but smaller.""

WATCH: @MariaBartiromo's full interview with Preside… https://t.co/9LRrMxzMYO",Mon Jul 02 04:30:00 +0000 2018,-0.3071,0.0,0.883,0.117
1,FoxNews,2,"""Our presidents and our business leaders, they were missing in action.""

WATCH: @MariaBartiromo's full interview wi… https://t.co/hKbt4G3Feo",Mon Jul 02 04:25:00 +0000 2018,-0.296,0.0,0.879,0.121
2,FoxNews,3,"""If you look at steel and aluminum, we practically built a new industry in a period of 4 or 5 months.""

WATCH:… https://t.co/j4vSSiJyQX",Mon Jul 02 04:19:00 +0000 2018,0.0,0.0,1.0,0.0
3,FoxNews,4,Shark drags woman into crocodile-infested waters in Australia https://t.co/UgWEtpGK7y,Mon Jul 02 04:13:00 +0000 2018,-0.1779,0.0,0.825,0.175
4,FoxNews,5,".@POTUS on the retirement of Justice Kennedy: “I was very honored that he did this during my term, which means he h… https://t.co/NQQ25GF4Eu",Mon Jul 02 04:08:00 +0000 2018,0.8173,0.263,0.737,0.0
5,FoxNews,6,"""The media puts on quotes of people who say the most extreme items, the most extreme language.""

WATCH:… https://t.co/5uFbUEj8oy",Mon Jul 02 04:05:00 +0000 2018,0.0,0.0,1.0,0.0
6,FoxNews,7,.@POTUS: “The tax cuts have been incredible.” #SundayFutures @MariaBartiromo https://t.co/Gw6rhamfv1,Mon Jul 02 04:00:01 +0000 2018,-0.296,0.0,0.804,0.196
7,FoxNews,8,.@POTUS: “Our unemployment picture overall generally is almost the best in history.” #SundayFutures @MariaBartiromo https://t.co/cODDv5kKd9,Mon Jul 02 04:00:00 +0000 2018,0.2551,0.198,0.656,0.146
8,FoxNews,9,.@POTUS: “The Democrats want to have no borders. They want to get rid of ICE.” #SundayFutures @MariaBartiromo https://t.co/nY9uIJUgY2,Mon Jul 02 04:00:00 +0000 2018,-0.1531,0.131,0.758,0.111
9,FoxNews,10,Battling the despair of opioid addiction in an unexpected place https://t.co/1Xe02jqBzB https://t.co/x7xCLx4FkU,Mon Jul 02 03:58:00 +0000 2018,-0.5267,0.0,0.694,0.306
10,FoxNews,11,"In an interview with @MariaBartiromo on ""Sunday Morning Futures,"" President @realDonaldTrump slammed Democrats' imm… https://t.co/nvP3Sg3Kx7",Mon Jul 02 03:58:00 +0000 2018,0.0,0.0,1.0,0.0
11,FoxNews,12,".@AlanDersh: ""If [President @realDonaldTrump] wants to unite the country and broaden his own base is to pick a true… https://t.co/HnS8BL7dSR",Mon Jul 02 03:51:00 +0000 2018,0.0,0.0,1.0,0.0
12,FoxNews,13,19 ICE investigators call for agency to be disbanded in letter amid 'abolish ICE' protests https://t.co/QeYq4p2xp7,Mon Jul 02 03:40:00 +0000 2018,-0.2263,0.0,0.888,0.112
13,FoxNews,14,"Moments ago, President @realDonaldTrump congratulated Andres Manuel Lopez Obrador ""on becoming the next President o… https://t.co/8FAZDNz6lB",Mon Jul 02 03:39:14 +0000 2018,0.0,0.0,1.0,0.0
14,FoxNews,15,Passengers evacuate United Express flight via emergency slide after smoke detected in cabin https://t.co/TRUndJoWbl,Mon Jul 02 03:30:00 +0000 2018,0.0516,0.161,0.69,0.149
15,FoxNews,16,"On @foxandfriends, @dbongino slammed Democrats calling for the end of ICE. https://t.co/ImNV0ULObG https://t.co/NYccCIoIsq",Mon Jul 02 03:21:00 +0000 2018,0.0,0.0,1.0,0.0
16,FoxNews,17,"Moments ago, President @realDonaldTrump congratulated Andres Manuel Lopez Obrador ""on becoming the next President o… https://t.co/MAwhAzqtz9",Mon Jul 02 03:20:16 +0000 2018,0.0,0.0,1.0,0.0
17,FoxNews,18,"This morning, @foxandfriends remembered Master Sergeant Mark Evans, the founder of Pizzas 4 Patriots. #ProudAmerican https://t.co/5AR9I1GiBN",Mon Jul 02 03:10:00 +0000 2018,0.0,0.0,1.0,0.0
18,FoxNews,19,".@charliekirk11: ""A primary component of implementing fascist policies would be, let's say, gun confiscation. You h… https://t.co/Z2t14uc8PO",Mon Jul 02 03:00:01 +0000 2018,-0.7184,0.0,0.714,0.286
19,FoxNews,20,".@seanhannity: ""It's a layup for [Republicans] if they would just follow the courage, the strength, the principles… https://t.co/63zijiHmu0",Mon Jul 02 02:57:56 +0000 2018,0.7506,0.299,0.701,0.0
20,FoxNews,21,"'Jolly' janitor weeps upon receiving $2,000 vacation from students https://t.co/698wBVMDJG",Mon Jul 02 02:53:00 +0000 2018,-0.34,0.0,0.789,0.211
21,FoxNews,22,".@seanhannity: ""This is a tipping point for the country."" https://t.co/jz3AYTFlwf",Mon Jul 02 02:50:50 +0000 2018,0.0,0.0,1.0,0.0
22,FoxNews,23,'Big Bang Theory' star Kaley Cuoco marries Karl Cook in horse-themed ceremony https://t.co/oI4Bdp6BHz,Mon Jul 02 02:42:15 +0000 2018,0.0,0.0,1.0,0.0
23,FoxNews,24,American hunter's images of her black giraffe 'trophy kill' spark outrage https://t.co/Ew7qlL499T,Mon Jul 02 02:35:56 +0000 2018,-0.7964,0.101,0.476,0.423
24,FoxNews,25,"Notorious French criminal escapes from prison using helicopter, sparks massive manhunt around Paris https://t.co/MwQm54spTi",Mon Jul 02 02:33:37 +0000 2018,-0.8442,0.071,0.474,0.455
25,FoxNews,26,".@seanhannity: ""Now even Democrats can't help but acknowledge how great the Reagan years were— same thing is going… https://t.co/tz9UJeryUC",Mon Jul 02 02:22:42 +0000 2018,0.7202,0.233,0.7,0.067
26,FoxNews,27,"Sophie Turner says 'Game of Thrones' will be 'bloodier,' promises 'more death' on HBO show https://t.co/rwtZfjAdzY",Mon Jul 02 02:17:50 +0000 2018,-0.3804,0.125,0.673,0.202
27,FoxNews,28,".@seanhannity: ""Donald Trump is a transformational president."" https://t.co/Fm28z57Qr0",Mon Jul 02 02:17:44 +0000 2018,0.0,0.0,1.0,0.0
28,FoxNews,29,'Jurassic World: Fallen Kingdom' takes No 1. at the box office for the 2nd time https://t.co/mqzM7NGGGk,Mon Jul 02 02:12:26 +0000 2018,-0.5719,0.0,0.749,0.251
29,FoxNews,30,Left-wing candidate set to win Mexico presidential election as rivals concede https://t.co/lqlCNzEixa,Mon Jul 02 02:12:00 +0000 2018,0.5859,0.257,0.743,0.0
30,FoxNews,31,Roseanne Barr claims she's been offered new TV projects since cancellation scandal https://t.co/Mq3U5gErSx,Mon Jul 02 02:09:30 +0000 2018,-0.4404,0.0,0.805,0.195
31,FoxNews,32,".@LisaMarieBoothe: ""We live in the greatest country in the world &amp; we are able to live freely &amp; there are men &amp; wom… https://t.co/Jslqg9ZPzg",Mon Jul 02 02:04:14 +0000 2018,0.7964,0.244,0.756,0.0
32,FoxNews,33,Trump calls US immigration laws 'the dumbest anywhere in the world' https://t.co/JDLs3WDftf,Mon Jul 02 02:01:41 +0000 2018,-0.5106,0.0,0.769,0.231
33,FoxNews,34,".@LisaMarieBoothe: ""Sometimes you don't win. And if you don't win, you need to learn to suck it up, to get back out… https://t.co/NfFL9Cs0KS",Mon Jul 02 01:57:02 +0000 2018,-0.842,0.0,0.689,0.311
34,FoxNews,35,".@LisaMarieBoothe: ""I really worry that we're sort of building a really weak future generation with all the politic… https://t.co/Zwk3Kh9JWC",Mon Jul 02 01:50:32 +0000 2018,-0.7496,0.0,0.715,0.285
35,FoxNews,36,".@ainsleyearhardt: ""If we could find God and learn to love each other and not be so angry at someone else just beca… https://t.co/wmmLr8SwSf",Mon Jul 02 01:39:52 +0000 2018,0.2637,0.206,0.655,0.139
36,FoxNews,37,"JUST IN: Mexico's left-wing candidate Andres Manuel Lopez Obrador takes big lead in presidential election, exit pol… https://t.co/SMPV1qF41s",Mon Jul 02 01:37:58 +0000 2018,0.0,0.0,1.0,0.0
37,FoxNews,38,Demonstrators protest outside of the Red Hen restaurant that kicked out @WhiteHouse @PressSec Sarah Sanders and her… https://t.co/cDhQSRb3Dq,Mon Jul 02 01:35:46 +0000 2018,-0.25,0.0,0.895,0.105
38,FoxNews,39,".@ainsleyearhardt: ""You can't lose faith and you have to trust God through each situation, each season in your life… https://t.co/R7UHLTRpT1",Mon Jul 02 01:34:13 +0000 2018,0.6515,0.295,0.616,0.09
39,FoxNews,40,".@LisaMarieBoothe: ""Let the @POTUS govern and if you don't like it, show up at the midterm elections or show up at… https://t.co/1DqZNKRPP1",Mon Jul 02 01:31:00 +0000 2018,-0.2755,0.0,0.909,0.091
40,FoxNews,41,".@GovMikeHuckabee on restaurant kicking out @PressSec: ""It was first an example of bullying and it was an example o… https://t.co/x9jKr4xG6y",Mon Jul 02 01:30:24 +0000 2018,-0.5994,0.0,0.83,0.17
41,FoxNews,42,".@GovMikeHuckabee: ""A lot [of] Americans seem to miss this important point—  our founders gave us the most magnific… https://t.co/tFcmH50jcp",Mon Jul 02 01:26:00 +0000 2018,0.1027,0.097,0.825,0.078
42,FoxNews,43,The U.S. Air Force Thunderbirds Demonstration Team performs during the Arctic Thunder Open House at Joint Base Elme… https://t.co/mSseA2lMPJ,Mon Jul 02 01:20:54 +0000 2018,0.1027,0.072,0.928,0.0
43,FoxNews,44,".@LisaMarieBoothe: ""[Democrats] want to be in charge of...our lives from start to finish essentially."" @NextRevFNC https://t.co/71s4W6wQLv",Mon Jul 02 01:15:14 +0000 2018,0.0772,0.08,0.92,0.0
44,FoxNews,45,Battling the despair of opioid addiction in an unexpected place https://t.co/dJepvNew0v,Mon Jul 02 01:13:00 +0000 2018,-0.5267,0.0,0.672,0.328
45,FoxNews,46,".@SteveHiltonx: ""The melting pot, decentralized government, a republic of equals, a Constitution enshrining the pre… https://t.co/aGJ1g76vou",Mon Jul 02 01:10:12 +0000 2018,0.0,0.0,1.0,0.0
46,FoxNews,47,"THIS IS WHAT A HERO LOOKS LIKE"": An Arizona woman was saved from a rattlesnake bite on Friday when her puppy jumped… https://t.co/5oXJ1mDARj",Mon Jul 02 01:05:18 +0000 2018,0.7983,0.273,0.727,0.0
47,FoxNews,48,UCLA professor dies in 'mummification' ritual at Hollywood executive's home https://t.co/J8IDu2fmvv,Mon Jul 02 00:57:29 +0000 2018,0.0,0.0,1.0,0.0
48,FoxNews,49,"$45,000-per-year private school in uproar over plan to 'segregate' students by race https://t.co/GayeAO77b7",Mon Jul 02 00:47:44 +0000 2018,0.0,0.0,1.0,0.0
49,FoxNews,50,Florida professor charged with stalking student; allegedly sent 800 texts in 1 day https://t.co/Vt7Szk4icG,Mon Jul 02 00:42:00 +0000 2018,-0.2023,0.0,0.87,0.13
50,FoxNews,51,"Blindfolded, bound bodies found hanging at home in India https://t.co/9Af466XIn6",Mon Jul 02 00:37:07 +0000 2018,0.0,0.0,1.0,0.0
51,FoxNews,52,"Illegal immigrant arrested for starting wildfire in Colorado, police say https://t.co/NvMUF9d334",Mon Jul 02 00:29:52 +0000 2018,-0.7717,0.0,0.573,0.427
52,FoxNews,53,BREAKING: LeBron James signs massive free agent deal with Los Angeles Lakers   https://t.co/AHR2X6rNzQ,Mon Jul 02 00:25:18 +0000 2018,0.5106,0.216,0.784,0.0
53,FoxNews,54,".@MagicJohnson on telling his wife he had HIV: ""That was the hardest thing I ever had to do, was to drive home and… https://t.co/PydYNVznRh",Mon Jul 02 00:20:49 +0000 2018,0.0,0.0,1.0,0.0
54,FoxNews,55,"""Somebody's already called Dr. J, somebody's already called Big E, I'm gonna call you Magic."" 

On #OBJECTified,… https://t.co/3cWgNVv4xA",Mon Jul 02 00:13:27 +0000 2018,0.0,0.0,1.0,0.0
55,FoxNews,56,".@MagicJohnson on making it to the NBA: ""I thought it would happen because I was putting the work in, I was putting… https://t.co/dldo4uG2A0",Mon Jul 02 00:09:03 +0000 2018,0.0,0.0,1.0,0.0
56,FoxNews,57,RIGHT NOW: An all-new season of 'OBJECTified' premieres with NBA legend @MagicJohnson! Tune in to Fox News Channel! https://t.co/gJhucUyc5l,Mon Jul 02 00:00:00 +0000 2018,0.0,0.0,1.0,0.0
57,FoxNews,58,"In an op-ed, Peggy Grande discusses her former boss, President Ronald Reagan and how he ""never engaged in the polit… https://t.co/UdhAXIrcRW",Sun Jul 01 23:58:46 +0000 2018,-0.3089,0.0,0.899,0.101
58,FoxNews,59,"German ‘Stonehenge’ site reveals 10 dismembered bodies of women, children https://t.co/HYTt7IUAhn",Sun Jul 01 23:50:14 +0000 2018,0.0,0.0,1.0,0.0
59,FoxNews,60,".@MoElleithee on calls to abolish ICE: ""Reform, I think, makes sense. Abolition, I think, takes the spotlight off o… https://t.co/mPbSNU8c75",Sun Jul 01 23:42:36 +0000 2018,0.0,0.0,1.0,0.0
60,FoxNews,61,"During an interview Sunday, @RepMaxineWaters said she won't be intimidated by the comments President… https://t.co/BaoEj5W1hx",Sun Jul 01 23:39:24 +0000 2018,0.3412,0.147,0.853,0.0
61,FoxNews,62,"Leonard Leo on picking a new Supreme Court justice: ""The most important thing here is a record showing fairness, so… https://t.co/Ur51aT0OiM",Sun Jul 01 23:30:11 +0000 2018,0.8439,0.362,0.638,0.0
62,FoxNews,63,".@AmbJohnBolton: ""We've seen how the North Koreans have behaved before. The president has been very clear he's not… https://t.co/3LYjC3WixI",Sun Jul 01 23:14:38 +0000 2018,0.4391,0.138,0.862,0.0
63,FoxNews,64,".@AmbJohnBolton on Trump, Putin meeting: ""[@POTUS] wants to understand the Russian position and perhaps more import… https://t.co/IptAInyy4A",Sun Jul 01 23:12:59 +0000 2018,0.0,0.0,1.0,0.0
64,FoxNews,65,".@AmbJohnBolton on Trump, Putin meeting: ""It's very important to have this bilateral meeting, not on the margins of… https://t.co/Dpo9aH19ck",Sun Jul 01 23:08:05 +0000 2018,0.2716,0.104,0.896,0.0
65,FoxNews,66,An all-new season of 'OBJECTified' premieres tonight with NBA legend @MagicJohnson! Tune in to Fox News Channel at… https://t.co/MPIgKKlpO3,Sun Jul 01 23:01:08 +0000 2018,0.0,0.0,1.0,0.0
66,FoxNews,67,"On @foxandfriends, @THEHermanCain claimed that ""the Democratic Party has a leadership crisis and a messaging crisis… https://t.co/jqK1kebGRa",Sun Jul 01 23:00:49 +0000 2018,-0.34,0.136,0.657,0.207
67,FoxNews,68,Battling the despair of opioid addiction in an unexpected place https://t.co/1Xe02jqBzB https://t.co/0SU1Hd5hjy,Sun Jul 01 22:52:57 +0000 2018,-0.5267,0.0,0.694,0.306
68,FoxNews,69,U.S. intelligence officials believe North Korea has been deceiving the U.S. when it comes to their nuclear program.… https://t.co/DnQdC7F1w4,Sun Jul 01 22:42:48 +0000 2018,0.1779,0.138,0.756,0.107
69,FoxNews,70,".@RepMaxineWaters 'surprised' by fellow Democrats' rebukes, says Trump won't intimidate her https://t.co/5GNQKnRtqY",Sun Jul 01 22:36:56 +0000 2018,0.1511,0.126,0.874,0.0
70,FoxNews,71,.@realDonaldTrump crashes wedding at Bedminster golf club https://t.co/mEtiUXyJRk,Sun Jul 01 22:31:46 +0000 2018,0.0,0.0,1.0,0.0
71,FoxNews,72,Tens of millions of Americans are feeling the scorching heat this weekend. @BryanLlenas reports on the temperatures… https://t.co/SYYU6587Pn,Sun Jul 01 22:26:45 +0000 2018,0.128,0.081,0.919,0.0
72,FoxNews,73,"Boy, 2, suffers severe burns at beach after stepping on remains of bonfire buried in sand, mom says https://t.co/c42mJ1r9E2",Sun Jul 01 22:21:28 +0000 2018,-0.6908,0.0,0.749,0.251
73,FoxNews,74,Mexico presidential election front-runner vows to fight @POTUS with left-wing policies https://t.co/yoJpy7TgMo,Sun Jul 01 22:20:06 +0000 2018,-0.3818,0.0,0.809,0.191
74,FoxNews,75,".@Garrett_FoxNews on picking a new Supreme Court justice: ""Republicans have just enough seats in the Senate that th… https://t.co/RA882xuVeV",Sun Jul 01 22:18:47 +0000 2018,0.7906,0.304,0.696,0.0
75,FoxNews,76,President @realDonaldTrump is calling out the European Union over trade policies. @ellisonbarber has the story.… https://t.co/aLfB0wahHe,Sun Jul 01 22:12:38 +0000 2018,0.0,0.0,1.0,0.0
76,FoxNews,77,"President @realDonaldTrump: ""The European Union is possibly as bad as China, just smaller."" https://t.co/Sb2HK3kCTd",Sun Jul 01 22:10:18 +0000 2018,-0.5423,0.0,0.788,0.212
77,FoxNews,78,An NYPD officer cools down Fantan the horse as a heat wave sweeps the region. https://t.co/0DP3EfeK0U https://t.co/muZgIYodsa,Sun Jul 01 22:07:27 +0000 2018,0.0,0.0,1.0,0.0
